OBJECTID,A_NUMBER,A_TYPE,A_DATE,A_STATUS,A_STATUS_DATE,A_PROJECT_NAME,A_DESCRIPTION,A_USER_ID,A_CASE_PLANNER,CODE,DESCR,CODE_1,DESCR_1,USER_NAME,EMAIL,ORIG_FID,CreationDate,Creator,EditDate,Editor,x,y
11320,D2200373,PL_MINSP,10/25/2022 10:59:21 AM,APP,9/11/2024 3:44:06 PM,NC 55 & Hopson - Building 4,"The project proposes one 238,680 sf of building associated utilities and parking. ",COLERE,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,11320,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2030708.82272761,771913.487109363
11328,D1700006,PL_MINSP,1/12/2017 1:22:18 PM,APP,7/26/2017 4:40:14 PM,Duke University Union Drive,Access drive and parking.,LEEDA,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11328,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2017341.3571026,819236.326953113
11329,D2300261,PL_MINSP,11/16/2023 10:29:28 AM,APP,2/10/2025 4:46:31 PM,South Miami Motors,New construction of metal sales and garage building along with required infrastructure. ,TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11329,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2046008.40749323,792472.988671854
11330,D2300014,PL_MINSP,1/19/2023 2:51:18 PM,APP,8/2/2023 9:19:09 PM,Jumping Jacks Academy,Development of a 6000 s.f. daycare facility. ,TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11330,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2028975.33522761,834359.308984354
11340,D0800193,PL_MINSP,8/22/2008 8:52:28 AM,APP,9/25/2009 5:07:58 PM,Merck Construction Parking,Temporary gravel parking lot for construction contractors,BRYANTGR,DDOTY,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Dennis Doty,Dennis.Doty@durhamnc.gov,11340,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045935.84694636,858353.54101561
11346,COA2000013,PL_MJ_COA,2/11/2020 2:41:14 PM,AP_CON,8/6/2021 2:21:29 PM,518 Morehead Avenue - New Construction,"The Greystone Condominiums project is a multi-family residential development featuring 130 condominiums consisting of two building types in 4 separate buildings on a 3.8 acre site adjacent to the Greystone Inn.
",KROSENBERG,KROSENBERG,AP_CON,Approved With Conditions,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,11346,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2026624.80436823,816056.007812485
11350,D1300299,PL_MINSP,10/15/2013 10:02:58 AM,APP,3/28/2014 1:34:22 PM,Durham Academy Drainage Improvements,Grading to improve drainage and decrease flooding in the courtyard area.,KEAGANSA,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11350,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2016135.93757136,807621.099218726
11351,D1400106,PL_SSP_SM,4/15/2014 1:06:02 PM,APP,7/3/2014 10:02:32 AM,Hilton Garden Inn Amendment III,Site Plan Amendment for Hotel,TDANNER,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11351,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2022317.54186822,821567.385937482
11356,D1600253,PL_MINSP,9/6/2016 1:30:28 PM,APP,12/1/2016 8:37:33 AM,Labcorp RTP Freezer Alexander Drive,Freezer addition.,AMANDAHO,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11356,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2051036.60632135,789160.840624988
11365,D0900004,PL_SSP_SM,1/9/2009 4:05:24 PM,APP,3/13/2009 3:10:28 PM,Patterson Place PH2-Hotel Amendment,"Increase in 5,588 SF for Hotel & Restaurant for existing development on 10.639 acres zoned MU(D)",LEEDA,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11365,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2002399.17038386,801394.743749976
11368,D2400112,PL_MINSP,5/13/2024 8:46:55 AM,UN_RE,11/5/2024 12:53:25 PM,Wildlife Trail Conservation Subdivision,Subdividing property for 19 single family lots that will be septic and well lots. Construction of main access drive.,MICHAELMA,TREYFI,UN_RE,Under Review,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11368,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2078455.84030573,805299.189062476
11369,D0900113,PL_SSP_SM,5/8/2009 2:36:38 PM,APP,10/16/2009 11:23:29 AM,MLK Parkway Dry Cleaners and Laundry Mat,"Change of use for an existing 13,000 square foot retail building on 1.529 acres. Located on the north side of Matin Luther King, Jr. Parkway, east of University Drive, in the Suburban Tier.",JEANETTEBR,SHB,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Susan Harrison-Brown,Susan.Harrison-Brown@durhamnc.gov,11369,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2012415.5992901,804859.53710936
11378,D1900055,PL_MINSP,2/27/2019 2:27:06 PM,APP,5/21/2019 11:20:44 AM,Southgate Courtyard Site Improvements - Duke University,Demolition and reconstruction of an exsisting courtyard for the Southgate Residence Hall - Duke University East Campus,WILLIAMLI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11378,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2024947.67389949,821402.892187476
11385,D0800169,PL_SSP_SM,7/28/2008 2:29:30 PM,APP,7/29/2009 11:40:17 AM,Durham Elk's Lodge- Amendment,"Amend approved site plan to reduce required parking from 62 spaces to 49 spaces for 6,225 square foot facility on 1.933 acres",DACIARE,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11385,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2032835.65944636,790151.762109354
11389,COA1200085,PL_MJ_COA,10/1/2012 12:52:34 PM,APP,11/14/2012 4:06:58 PM,2301 W Club - Addition to Outbuilding,Addition to outbuilding,LMILLER,LMILLER,APP,Approved,PL_MJ_COA,Major COA,Lisa Miller,Lisa.Miller@durhamnc.gov,11389,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2020723.80358697,825201.178515613
11393,Z1800015,D_REZ,7/11/2018 5:23:17 PM,APP,12/17/2019 3:23:28 PM,1001 Olive Branch Road,Rezoning from RR to PDR 2.9.44 to allow for 616 detached and attached single family dwellings.  Associated annexation case.,JOANNEG,JAMIESUN,APP,Approved,D_REZ,Zoning Map Change,,,11393,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2065598.90788385,801781.708203107
11395,D2100098,PL_MINSP,3/31/2021 9:29:33 AM,APP,4/11/2022 3:50:26 PM,Hardee Street Apartments,132 Apartments,TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11395,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2038955.0992901,820371.966406226
11402,D2000214,PL_MINSP,9/4/2020 10:31:58 AM,APP,12/23/2020 4:28:11 PM,Project Flash- MERCK,The construction of the manufacturing building with associated neccesary infrastructure,ELIZAMO,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11402,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045935.84694636,858353.54101561
11404,Z2200024,D_REZ,5/13/2022 12:00:00 AM,APP,5/16/2023 12:41:27 PM,901 and 903 Sherron Road,Sixty-three units consisting of 34 townhomes and 30 detached single-family homes. Associated with BDG2200015,GSMITH,ALEXCA,APP,Approved,D_REZ,Zoning Map Change,Alex Cahill,Alex.Cahill@durhamnc.gov,11404,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2056757.73952448,804828.126171857
11415,D0800026,PL_SSP_SM,1/29/2008 4:14:10 PM,APP,2/1/2008 12:07:39 PM,Research Triangle Foundation Sign,Addition of 48 square feet of impervious surface for a proposed ground sign on 18.15 acres,KEAGANSA,TDANNER,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Teri Danner,Teri.Danner@durhamnc.gov,11415,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2041130.0555401,781333.437109351
11417,D1300259,PL_MINSP,8/27/2013 2:28:27 PM,APP,2/10/2014 5:30:10 PM,Durham Solar Site,Power generation Solar PV farm.,DCULTRA,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11417,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2014917.8883526,903041.285546854
11424,D1800304,PL_SSP_SM,9/11/2018 3:33:08 PM,APP,12/12/2018 9:12:08 AM,City of Durham Solid Waste Convenience Center,245 sf addition,COLERE,COLERE,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,11424,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2041529.44694635,830057.31054686
11429,COA1700076,PL_MJ_COA,8/30/2017 12:00:00 AM,AP_CON,12/6/2024 11:07:19 AM,Downtown Public Art Project - Addition/Site Work,Installation of a chain-link fence with public art through Nov 2017.,KROSENBERG,KROSENBERG,AP_CON,Approved With Conditions,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,11429,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029445.25749323,817435.666406229
11432,A1800001,PL_CPAA,2/5/2018 9:36:49 AM,APP,2/13/2019 1:12:20 PM,2017 Evaluation and Assessment Report,,GSMITH,LWOODS,APP,Approved,PL_CPAA,Comprehensive Plan Map or Plan Amendment,,,11432,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029936.2430401,817592.715234354
11434,D1800335,PL_MINSP,10/23/2018 10:03:21 AM,APP,4/4/2019 9:01:45 AM,Duke University Hollows Residence Halls Amendment,Change of hardscape and modification of stormwater volumes,RACHELHA,COURTNEYMC,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,11434,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2017341.3571026,819236.326953113
11436,D1100243,PL_MINSP,12/8/2011 9:36:01 AM,APP,9/11/2012 2:33:57 PM,Duke Medicine Eye Center New Entry,"New entry and drop off, demolition of existing utilities/paving, new stormwater bmp.",DACIARE,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11436,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2015697.85632135,817927.700781226
11438,D1500187,PL_SSP_SM,7/7/2015 2:32:51 PM,APP,10/19/2015 2:41:18 PM,Southcourt Parking Addition,Addition of 20 parking spaces to existing commercial parking lot (P97-43),DCULTRA,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11438,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2013418.0946026,806030.22851561
11453,D1800088,PL_MINSP,3/20/2018 3:12:26 PM,APP,8/6/2018 7:35:37 AM,RCC Development,Two Warehouse Buildings,JESSICADO,JESSICADO,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Jessica Dockery,Jessica.Dockery@durhamnc.gov,11453,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2037801.34069635,807506.703906238
11461,D1300241,PL_MINSP,8/13/2013 9:34:35 AM,APP,12/9/2013 11:12:17 AM,Meridian Townhomes,111 townhomes and associated infrastructure and open space. ,LEEDA,GSHERRON,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,11461,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2027929.07936823,786241.186328113
11470,D2200379,PL_MINSP,11/2/2022 12:16:09 PM,APP,8/14/2023 3:36:00 PM,Chapel Hill Tire ,Chapel Hill Tire & associated infrastructure on existing lot within existing Homestead Market development.,TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11470,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2017692.22858699,786409.638281226
11472,D0700601,PL_SSP_SM,12/19/2007 10:17:38 AM,APP,12/20/2007 3:52:41 PM,AutoZone # 4866 Loading Dock,Addition of loading dock to rear of existing shopping center,TBUTLER,DDOTY,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Dennis Doty,Dennis.Doty@durhamnc.gov,11472,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2030881.89304011,782393.973437488
11476,D1400331,PL_SSP_SM,10/21/2014 1:33:39 PM,APP,3/30/2015 2:09:17 PM,Legacy Tower Parking Expansion,Expand surface parking for existing multi-story office building zoned CC-D and located at 411 W Chapel Hill Street,DACIARE,BDOBRZENSKI,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Bo Dobrzenski,Bo.Dobrzenski@durhamnc.gov,11476,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2027138.45280573,817622.76367186
11481,D2200276,PL_MINSP,8/16/2022 4:10:53 PM,APP,3/15/2023 3:38:23 PM,Hunt Street Condominiums,29 apartment condos over a parking garage ,JESSICADO,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,11481,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2030233.93171199,818844.77539061
11486,D1000010,PL_SSP_SM,1/19/2010 7:52:50 AM,APP,3/30/2010 9:18:09 AM,Ample Storage- Bennett Memorial Road,Relocation of sidewalk in ROW for existing self storage facility on 10.14 acres zoned IP in the Suburban Tier and Neuse River Basin,JEANETTEBR,GSHERRON,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,11486,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2009361.11179011,829551.559374988
11488,D1800322,PL_MAJSP,10/9/2018 1:03:41 PM,APP,3/28/2025 9:39:47 AM,1435 Camden Avenue,"Construction of ready-mix concrete processing and manufacturing with associated site improvements, located at 1435 Camden Avenue on 10.05 acres, zoned I, MTC I-85, F/J-B. 6142 square foot building, and Neuse river basin.",JESSICADO,DCULTRA,APP,Approved,PL_MAJSP,Major Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11488,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2036504.04108699,824573.176953107
11497,D0800137,PL_SSP_SM,6/13/2008 9:29:52 AM,APP,8/13/2008 4:34:48 PM,Becton Dickinson Fire Booster Pump Station,Addition of fire booster pump station to existing manufacturing facility,LEEDA,DDOTY,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Dennis Doty,Dennis.Doty@durhamnc.gov,11497,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2043823.4305401,853170.905859351
11499,COA1800010,PL_MJ_COA,1/24/2018 12:00:00 AM,APP,3/14/2018 4:13:38 PM,1109 Worth Street - Addition,"Install New Craftsman Style Front Door, either Solid Panel or 3 Panel door with half glass, install New Back Door, and install new 6 over 6 windows per original picture.   Lower addition roof line.  Concrete block will be parged (exterior walls, trim, and foundations).  Install new wood posts, install wood rail and correct deficient porch roof.  Install Architectural Shingles and Install 6ft (Height) wooden fence around back and sides of property.   Add concrete driveway strips and stamp to simulate pavers (walkways, driveway, and parking area).
",KROSENBERG,KROSENBERG,APP,Approved,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,11499,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2033372.30163385,814965.816406235
11505,COA0900066,PL_MJ_COA,12/28/2009 2:15:30 PM,APP,2/17/2010 7:46:11 AM,714 Arnette Avenue,Restoration of Structure,AKRAMER,AKRAMER,APP,Approved,PL_MJ_COA,Major COA,,,11505,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025278.89304011,816971.217187479
11509,A1500006,PL_CPAA,3/26/2015 9:38:41 AM,APP,11/30/2015 1:30:50 PM,Garrett Ridge Apartments,Request to amend FLUM from MDR to HDR for four parcels (approximately 12.5 acres) located on Garrett Rd.,GSMITH,LWOODS,APP,Approved,PL_CPAA,Comprehensive Plan Map or Plan Amendment,,,11509,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2008356.94147761,801233.183984354
11517,Z2300014,D_REZ,4/20/2023 1:31:11 PM,APP,3/19/2024 12:29:23 AM,Sherron Road Apartments,Up to 260 multifamily units with at least 10% being designated income restricted ,JOANNEG,ALEXCA,APP,Approved,D_REZ,Zoning Map Change,Alex Cahill,Alex.Cahill@durhamnc.gov,11517,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2060401.59968074,809533.618359357
11521,Z1600006,D_REZ,3/14/2016 12:38:35 PM,APP,3/30/2017 11:57:38 AM,108 Celeste Circle II,surface parking lot that will serve the adjacent parcel to the south,MARIAHER,KYLETA,APP,Approved,D_REZ,Zoning Map Change,Kyle Taylor,Kyle.Taylor@durhamnc.gov,11521,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2003811.07389948,786665.06445311
11527,D1000133,PL_MINSP,6/15/2010 9:00:50 AM,APP,3/24/2011 12:10:26 PM,American Towers and Chestnut Bluffs Office Building,"150 foot freestanding concealed wireless communications facility and 16,000 square foot office building on 1.73 acres.",JEANETTEBR,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11527,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2021000.70514949,791398.931249976
11539,D1600282,PL_MINSP,9/28/2016 2:58:44 PM,APP,9/28/2016 3:06:36 PM,Page Road Office Amendment,Amendment to building square footage and elevations to match architectural plans. No increase in impervious surface proposed.,COLERE,SMEDLIN,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,11539,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2044727.27233697,773828.643749982
11552,COA1400098,PL_MJ_COA,7/30/2014 12:00:00 AM,AP_CON,10/21/2014 3:47:35 PM,"Club Blvd, Georgia Ave - Maryland Ave - Traffic Calming Project",Traffic calming islands to be located on Club Boulevard from Georgia Avenue to Maryland Avenue ,KROSENBERG,KROSENBERG,AP_CON,Approved With Conditions,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,11552,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2021277.51139948,825485.913281232
11557,D1400068,PL_SSP_SM,3/11/2014 1:37:02 PM,APP,2/24/2016 3:29:28 PM,Pettigrew Street Cell Tower,195' cell tower with new compound.,TDANNER,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11557,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2035843.47897761,811156.700781226
11558,D1900140,PL_MINSP,5/10/2019 3:40:51 PM,APP,10/9/2019 9:21:37 AM,Silicon Campus North,"Build the second phase of light industrial facility: to include 128,816 additional SF with a mix of office, service, and warehouse uses",KRYSTALRA,COURTNEYMC,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,11558,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2047664.29186822,784017.129687488
11559,D1800085,PL_MINSP,3/20/2018 10:18:30 AM,APP,10/18/2018 10:37:42 AM,DUMC Proton Therapy Center,New 34000 sq ft building at 3000 Erwin Road,JOHNRA,COURTNEYMC,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,11559,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2014819.08210261,820921.540624976
11571,D0900001,PL_SSP_SM,1/6/2009 3:15:19 PM,APP,1/6/2009 3:20:29 PM,Eisai Freezer Addition,Addition of 340 s.f. freezer to existing research facility on 127 acres,JUSTINH,DDOTY,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Dennis Doty,Dennis.Doty@durhamnc.gov,11571,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2038261.34264947,772158.259374976
11577,Z1900025,D_REZ,6/10/2019 12:00:00 AM,APP,2/11/2021 4:50:57 PM,Leesville Road Assemblage,Townhouse and/or single family residential units and accessory uses. Rezoning from RR to PDR. Maximum number of units is 344. Associated with BDG1900013.,GSMITH,EMILYST,APP,Approved,D_REZ,Zoning Map Change,Emily Struthers,Emily.Struthers@durhamnc.gov,11577,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2065952.59264947,795872.664843738
11581,D1000291,PL_MINSP,12/30/2010 10:11:53 AM,APP,5/24/2011 9:10:13 AM,World Overcomers Church,"Change of use to place of worship in existing 33,106 sq ft of a 132,475 IL zoned facility on 8.95 acres requiring a TIA. Shared parking  and off-site parking are also requested.",JEANETTEBR,AKRAMER,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,11581,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2046309.23757136,791751.742578104
11583,COA1500013,PL_MJ_COA,2/2/2015 2:43:48 PM,APP,3/4/2015 3:55:41 PM,220 Foster St - Modifications,Replacement of a non-original street facing window.,KROSENBERG,KROSENBERG,APP,Approved,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,11583,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029169.38132136,818112.480468735
11586,D1600252,PL_MINSP,9/6/2016 10:29:08 AM,APP,11/15/2016 10:52:18 AM,Home Paramount Pest Control Amendment,Construction of parking lot area.,MARIAHER,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,11586,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2031295.53093073,778208.088671863
